ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_018853505.1_ASM1885350v1,538528,Colletotrichum camelliae,LS-19,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum camelliae,2021-06-11,280x,NECAT v. 1,PacBio Sequel,haploid,Contig,,,67471331,0,0,0,0,0,0,0,0
GCA_018360055.1_CSU_CCC1483_v1,1649129,Claviceps monticola,CCC 1483,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps monticola,2021-05-14,58x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,27635999,7941,1637.473869789699,20791,553.6006445096436,20668,556.392974646797,12850,116.20770428015564
GCA_017365405.1_ASM1736540v1,108018,Cadophora malorum,M34,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Cadophora,Cadophora malorum,2021-03-16,30.0x,SPAdes v. MAR-2020,Illumina,haploid,Contig,,,48945047,16507,1564.0836614769491,52448,434.4890939597315,52341,435.1835081484878,35941,84.31164964803428
GCA_004802705.1_ASM480270v1,1095465,Bondarzewia mesenterica,DSM 108281,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Bondarzewiaceae,Bondarzewia,Bondarzewia mesenterica,2019-04-22,40.9x,MIRA v. 4.0,IonTorrent,haploid,Scaffold,49224,1467,36721587,10523,2061.7495961227787,71141,227.73341673577823,71141,227.73341673577823,60618,88.4674354152232
GCA_018360175.1_CSU_CCC1102_v1,1623583,Claviceps arundinis,CCC 1102,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps arundinis,2021-05-14,61x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,30330584,8486,1602.6939665331133,21926,550.5809997263523,21806,553.1443639365312,13440,113.721875
GCA_002249775.1_ASM224977v1,27358,Colletotrichum coccodes,NJ-RT1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum coccodes,2017-08-11,175.0x,CLC Genomics Workbench v. 7.0.4; CLC Microbial Finishing Module v. 1.4,Illumina MiSeq,haploid,Scaffold,342280,669,50121991,0,0,0,0,0,0,0,0
GCA_009900065.1_ASM990006v1,34406,Colletotrichum destructivum,YC1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum destructivum,2020-01-17,110.0x,SOAPdenovo v. Sep-2019,Illumina,haploid,Contig,,,52145981,0,0,0,0,0,0,0,0
GCA_016807845.1_ASM1680784v1,516970,Colletotrichum eleusines,NJC-16,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum eleusines,2021-02-04,100.0x,NECAT v. 20200119,Oxford Nanopore PromethION; Illumina NovaSeq,haploid,Contig,,,53507824,0,0,0,0,0,0,0,0
GCA_019425465.1_ASM1942546v1,129314,Colletotrichum falcatum,CF08,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum falcatum,2021-07-30,80.0x,FALCON v. 0.3,PacBio RSII,haploid,Contig,,,56082967,0,0,0,0,0,0,0,0
GCA_016618095.1_ASM1661809v1,537474,Colletotrichum echinochloae,B-48,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum echinochloae,2021-01-12,100.0x,NECAT v. 20200119,Oxford Nanopore PromethION; Illumina NovaSeq,haploid,Contig,,,62246358,0,0,0,0,0,0,0,0
GCA_002930455.1_ASM293045v1,710243,Colletotrichum fioriniae,HC89,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum fioriniae,2018-02-16,65.0x,SOAPdenovo v. 2.04,Illumina HiSeq,haploid,Scaffold,544764,315,50150864,0,0,0,0,0,0,0,0
GCA_018360205.1_CSU_CCC659_v1,254901,Claviceps digitariae,CCC 659,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps digitariae,2021-05-14,57x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,33417373,8285,1635.20337960169,21319,557.419672592523,21199,560.1023161469881,13034,127.66840570814792
GCA_003243855.1_ASM324385v1,474922,Colletotrichum gloeosporioides,SMCG1#C,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum gloeosporioides,2018-06-18,485.0x,Velvet v. 1.2.10,PacBio; Illumina HiSeq,haploid,Scaffold,5209244,18,61916549,0,0,0,0,0,0,0,0
GCA_018360465.1_CSU_LM576_v1,1294629,Claviceps humidiphila,LM576,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps humidiphila,2021-05-14,77x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,31161740,8440,1602.3462085308056,21791,550.7883070992611,21673,553.3260739168551,13351,113.96704366714104
GCA_001663355.1_ASM166335v1,1209918,Colletotrichum godetiae,C184,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum godetiae,2016-06-15,83.0x,SOAPdenovo v. 2.01,Illumina HiSeq,haploid,Scaffold,48837,1819,35034269,0,0,0,0,0,0,0,0
GCA_019693695.1_ASM1969369v1,717645,Colletotrichum horii,FJ-1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum horii,2021-08-13,92.84x,NECAT v. 0.0.1,Oxford Nanopore,haploid,Contig,,,74324508,0,0,0,0,0,0,0,0
GCA_018360255.1_CSU_CCC398_v1,89174,Claviceps maximensis,CCC 398,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps maximensis,2021-05-14,58x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,32978932,7943,1688.4227621805362,20993,559.2945267470109,20873,562.028266181191,13050,127.95954022988506
GCA_000347355.1_ASM34735v1,5111,Claviceps purpurea,20.1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea,2012-08-02,,,,haploid,Scaffold,433221,191,32091443,8935,1643.423950755456,24141,530.0420032310178,24075,532.853748701973,0,0
GCA_018360185.1_CSU_CCC647_v1,1806559,Claviceps lovelessii,CCC 647,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps lovelessii,2021-05-14,53x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,41063740,8862,1532.5577747686752,21124,563.9074039007763,21009,566.5385787043648,12262,136.15617354428315
GCA_003386485.1_ASM338648v1,1585795,Colletotrichum lentis,CT-30,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum lentis,2018-08-14,10896.0x,SOAPdenovo v. 2,Illumina,haploid,Scaffold,4891426,50,56100083,0,0,0,0,0,0,0,0
GCA_001693025.2_ASM169302v2,290576,Colletotrichum lindemuthianum,89 A2 2-3,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum lindemuthianum,2017-02-04,157.7x,CLC Genomics Workbench De novo Assembler v. 6.5.1,Illumina HiSeq,haploid,Scaffold,158217,1276,99166722,0,0,0,0,0,0,0,0
GCA_015832465.1_ASM1583246v1,708192,Colletotrichum liriopes,A2,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum liriopes,2020-12-08,75.0x,SPAdes v. JULY-2020,Illumina,haploid,Contig,,,53087791,0,0,0,0,0,0,0,0
GCA_002814275.1_cmusae1.0,5464,Colletotrichum musae,GM20,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum musae,2017-12-08,100.0x,SPAdes v. 3.10.1; Velvet v. 1.2.10,Illumina HiSeq,haploid,Contig,,,49118800,0,0,0,0,0,0,0,0
GCA_018397855.1_ASM1839785v1,495285,Boletus reticuloceps,BR01,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus reticuloceps,2021-05-18,149.0x,FALCON v. 1.8.7,PacBio Sequel,haploid,Contig,,,55833107,13323,1465.9188621181415,67036,241.62427650814487,66908,241.92987385663898,53713,62.05037886545156
GCA_014705085.1_ASM1470508v1,306554,Colletotrichum nymphaeae,KY613,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum nymphaeae,2020-09-22,50x,Velvet v. 1.2.10,Illumina NextSeq,haploid,Scaffold,138789,860,50577973,0,0,0,0,0,0,0,0
GCA_002276475.2_Chloro_aeru_v2,296797,Chlorociboria aeruginascens,IHIA39,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginascens,2017-09-06,39.0x,MIRA v. 4.0,IonTorrent,haploid,Scaffold,110634,588,33056518,8648,2200.195883441258,32852,454.3303604042372,32852,454.3303604042372,24204,169.28544868616757
GCA_018360065.1_CSU_CCC1485_v1,1649127,Claviceps pazoutovae,CCC 1485,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps pazoutovae,2021-05-14,61x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,27795191,7977,1630.9074840165476,20741,555.875126560918,20621,558.6182532369914,12764,115.97798495769351
GCA_002749775.1_ASM274977v1,328473,Colletotrichum sansevieriae,Sa-1-2,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sansevieriae,2017-11-03,40.0x,SOAPdenovo v. DEC-2016,IonTorrent,haploid,Contig,,,51201343,0,0,0,0,0,0,0,0
GCA_001630345.1_Calvi1,63146,Calocera viscosa,TUFC12733,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera viscosa,2016-04-25,95.3x,Allpaths-LG v. R44849,Illumina,haploid,Scaffold,470396,214,29097227,12418,1650.1828796907714,56814,312.057943464639,55535,275.80291707931934,44388,62.48555916013337
GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0,5570,Cenococcum geophilum,1.58,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,,Gloniaceae,Cenococcum,Cenococcum geophilum,2016-07-26,75.0x,Allpaths-LG v. R36892,Illumina; Pacbio,haploid,Scaffold,2235929,268,177557160,14738,1604.5638485547563,43121,482.4432643027759,41728,421.85661905674846,28374,100.33957143864102
GCA_018360135.1_CSU_CCC632_v1,96774,Claviceps sorghi,CCC 632,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sorghi,2021-05-14,60x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,35635695,8208,1561.4219054580897,19849,568.0551665071288,19733,570.9027517356712,11641,132.3618245855167
GCA_018360225.1_CSU_CCC602_v1,123648,Claviceps pusilla,CCC 602,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps pusilla,2021-05-14,52x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,45904044,8735,1539.9318832283916,21084,558.4171883892999,20967,561.0682501073115,12349,135.8520527977974
GCA_009801095.1_ASM980109v1,2596970,Colletotrichum sp. COLG25,COLG25,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sp. COLG25,2019-12-27,15.81x,SPAdes v. 3.9.0,Illumina HiSeq,haploid,Scaffold,5370971,75,56915549,0,0,0,0,0,0,0,0
GCA_009800995.1_ASM980099v1,2596971,Colletotrichum sp. COLG31,COLG31,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sp. COLG31,2019-12-27,12.36x,SPAdes v. 3.9.0,Illumina HiSeq,haploid,Scaffold,4980158,363,53760195,0,0,0,0,0,0,0,0
GCA_014705495.1_ASM1470549v1,2776170,Colletotrichum sp. HC278,HC278,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sp. HC278,2020-09-22,50x,Velvet v. 1.2.10,Illumina NextSeq,haploid,Scaffold,8480,11844,53185075,0,0,0,0,0,0,0,0
GCA_018360355.1_CSU_Clav32_v1,2559230,Claviceps sp. Clav32 group G5,Clav32,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. Clav32 group G5,2021-05-14,64x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,28658995,8232,1622.9828717201167,21386,553.2305714018516,21266,555.8743534280071,13154,116.2388627033602
GCA_018360525.1_CSU_Clav50_v1,2559229,Claviceps sp. Clav50 group G5,Clav50,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. Clav50 group G5,2021-05-14,59x,SPAdes v. 3.11.1,Illumina HiSeq,haploid,Contig,,,28784330,8046,1636.1927665920955,21012,554.7008852084523,20890,557.4474868358066,12966,116.41462285978713
GCA_018360435.1_CSU_LM218_v1,2559224,Claviceps sp. LM218 group G6,LM218,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM218 group G6,2021-05-14,146x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,31138742,8327,1613.8724630719346,21628,550.1281671906787,21508,552.7246605914079,13301,115.8216675437937
GCA_014705525.1_ASM1470552v1,2776171,Colletotrichum sp. HC292,HC292,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sp. HC292,2020-09-22,50x,Velvet v. 1.2.10,Illumina NextSeq,haploid,Scaffold,29983,5057,54637437,0,0,0,0,0,0,0,0
GCA_003122705.1_ASM312270v1,1938904,Colletotrichum sp. JS-367,JS-367,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sp. JS-367,2018-05-14,304.76x,SOAPdenovo v. 2.04,PacBio; Illumina HiSeq,haploid,Scaffold,8071359,68,87196530,0,0,0,0,0,0,0,0
GCA_001951195.1_ASM195119v1,1173701,Colletotrichum sublineola,CgSl1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum sublineola,2017-01-13,43.0x,Newbler v. 2.9,454,haploid,Scaffold,339276,548,64848627,0,0,0,0,0,0,0,0
GCA_017366145.1_ASM1736614v1,2774352,Cadophora sp. M221,M221,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Cadophora,Cadophora sp. M221,2021-03-16,30.0x,SPAdes v. MAR-2020,Illumina,haploid,Contig,,,60032319,17778,1531.0713241084486,54761,436.31080513504133,54637,437.09821183447116,36983,89.9486250439391
GCA_014705045.1_ASM1470504v1,912112,Colletotrichum theobromicola,CF75,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum theobromicola,2020-09-22,50x,Velvet v. 1.2.10,Illumina NextSeq,haploid,Scaffold,123512,1272,55881512,0,0,0,0,0,0,0,0
GCA_001618715.1_Ct127615v1,708197,Colletotrichum tofieldiae,CBS 127615,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum tofieldiae,2016-04-12,270x,Velvet v. 1.2.1; SPAdes v. 3.0 MAY-2014,Illumina HiSeq,haploid,Scaffold,377287,791,52719552,0,0,0,0,0,0,0,0
GCA_018360595.1_CSU_LM219_v1,2559223,Claviceps sp. LM219 group G6,LM219,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM219 group G6,2021-05-14,55x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,30771931,8381,1608.2819472616634,21693,551.2166136541741,21576,553.7452261772339,13312,114.2930438701923
GCA_020226115.1_ASM2022611v1,1131913,Colletotrichum viniferum,CvYL2a,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum viniferum,2021-10-04,262.0x,SOAPdenovo v. 5.0.1,Illumina NovaSeq; PacBio Sequel,haploid,Contig,,,73406341,0,0,0,0,0,0,0,0
GCA_003313185.1_ASM331318v1,2175971,Collybia sp. MG36,MG36,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Collybia,Collybia sp. MG36,2018-07-11,71x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,10397,16613,46064087,0,0,0,0,0,0,0,0
GCA_001632435.1_Calco1,29889,Calocera cornea,HHB12733,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera cornea,2016-04-27,85x,Allpaths-LG v. R43241,Illumina,haploid,Scaffold,169300,545,33244933,13207,1601.4446127053834,58491,310.7154263049016,57243,276.02101567003825,45276,65.83832494036575
GCA_000697335.1_ConIncB7586-1.0,90249,Conidiobolus incongruus,B7586,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Ancylistaceae,Conidiobolus,Conidiobolus incongruus,2014-06-02,75.57x,MaSuRCA v. 1.9.2,Illumina HiSeq,haploid,Contig,,,93895354,0,0,0,0,0,0,0,0
GCA_018360445.1_CSU_LM220_v1,2559222,Claviceps sp. LM220 group G6,LM220,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM220 group G6,2021-05-14,91x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,30889598,8449,1606.891229731329,21916,549.8236448256981,21798,552.3431966235435,13467,113.36518898047078
GCA_018360375.1_CSU_LM77_v1,2559228,Claviceps sp. LM77 group G4,LM77,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM77 group G4,2021-05-14,58x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,28694029,8162,1615.0260965449645,21023,555.7542215668553,20903,558.4592163804239,12861,116.49342974885312
GCA_018360275.1_CSU_LM458_v1,2559231,Claviceps sp. LM458 group G5,LM458,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM458 group G5,2021-05-14,78x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,28432374,8055,1626.0513966480446,20893,556.4195663619394,20773,559.1453810234439,12838,114.70400373890014
GCF_000585535.1_Clad_psam_CBS_110553_V1,1182553,Cladophialophora psammophila,CBS 110553,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora psammophila,2014-03-05,133.0x,allpaths v. R42667,Illumina,haploid,Scaffold,,,39420127,13421,1508.3006482378362,31600,598.6359493670886,31585,597.7008390058572,18179,72.94169096209913
GCA_011317545.1_ASM1131754v1,2033813,Coniella vitis,QNYT13637,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Schizoparmaceae,Coniella,Coniella vitis,2020-03-16,46.0x,HGAP v. 2.3,PacBio,haploid,Contig,,,41538566,0,0,0,0,0,0,0,0
GCA_018360575.1_CSU_LM454_v1,2559221,Claviceps sp. LM454 group G7,LM454,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM454 group G7,2021-05-14,156x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,31185114,8562,1589.5005839757066,22066,546.2741774675972,21946,548.7979130593275,13504,115.16720971563981
GCA_002794785.1_PSUO.v3,175648,Coniferiporia sulphurascens,FP133613(A)Sp,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Coniferiporia,Coniferiporia sulphurascens,2017-11-21,173.0x,Falcon v. 0.5.0,PacBio,haploid,Contig,,,39347566,0,0,0,0,0,0,0,0
GCA_002798055.1_ASM279805v1,91930,Coniochaeta hoffmannii,CBS 245.38,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta hoffmannii,2017-11-28,45.5x,MIRA v. 4.0; Geneious v. R10,IonTorrent,haploid,Scaffold,59573,869,30794135,0,0,0,0,0,0,0,0
GCA_018360385.1_CSU_LM78_v1,2559227,Claviceps sp. LM78 group G4,LM78,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM78 group G4,2021-05-14,64x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,28765009,8231,1605.531041185761,21161,552.8849298237324,21040,555.5781368821292,12930,117.21020881670533
GCA_007388105.1_STR0027789,744408,Coniochaeta prunicola,STE-U 6107,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta prunicola,2019-07-24,51.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,182620,2256,33145903,0,0,0,0,0,0,0,0
GCA_007388145.1_STR0027598,2558171,Coniochaeta sp. AEA 9094,AEA 9094,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. AEA 9094,2019-07-24,103.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,400047,1384,32702120,0,0,0,0,0,0,0,0
GCA_007388195.1_STR0027627,2558172,Coniochaeta sp. AEA 9055,AEA 9055,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. AEA 9055,2019-07-24,107.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,396194,1270,32651391,0,0,0,0,0,0,0,0
GCA_007388115.1_STR0027621,2546455,Coniochaeta sp. IL0111,IL0111,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. IL0111,2019-07-24,82.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,639610,1301,32982947,0,0,0,0,0,0,0,0
GCA_007388135.1_STR0027633,2546454,Coniochaeta sp. NC1642,NC1642,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. NC1642,2019-07-24,107.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,568816,1448,33080386,0,0,0,0,0,0,0,0
GCA_007388125.1_STR0027631,2546453,Coniochaeta sp. YLH0009,YLH0009,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. YLH0009,2019-07-24,87.0x,MEGAHIT v. 1.1.2,Illumina HiSeq,haploid,Scaffold,546078,1231,32855700,0,0,0,0,0,0,0,0
GCA_018360345.1_CSU_LM84_v1,2559225,Claviceps sp. LM84 group G4,LM84,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM84 group G4,2021-05-14,164x,SPAdes v. 3.11.1,Illumina NextSeq,haploid,Contig,,,28940137,8221,1618.9613185743826,21686,542.104675827723,21566,544.6497264212186,13465,115.36568882287412
GCA_004523985.2_ASM452398v2,1077358,Coniothyrium glycines,13,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium glycines,2019-09-09,1722.105x,Canu v. 1.8,Illumina MiSeq and Oxford Nanopore MinION,haploid,Scaffold,520013,260,32750135,0,0,0,0,0,0,0,0
